from_address,to_address,tx_hash,timestamp,token_address,reserve_address,token_volume,asset_price,usd_token_amount,log_index,transaction_index,block_number
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x835a5a15817a1a198c4e6b9da68d6d4a0b3bf67eb4bfb9659ba1223b9b9e475e,1714060163,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,8025,0.99997657,8024.811974249999,4,4,6946290
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x51461193ea54f007fc9f54139cf8415db97cdf7696246711e2984f8308199348,1714060647,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,5663,0.99997657,5662.86731591,0,1,6946532
0x0000000000000000000000000000000000000000,0x86aBB340c2A575acCE3349E6685981037088d25f,0x51461193ea54f007fc9f54139cf8415db97cdf7696246711e2984f8308199348,1714060647,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,7027843531,0.99997657,7027678868.626068,5,1,6946532
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x0ac035ef82a12b0d6edf603f1449bfda87c3201245f8713590579645b57dac1c,1714060679,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,373,0.99997657,372.99126061,19,4,6946548
0xE3FbCd04231116ac0ba5a06798a4530d253E8155,0x0000000000000000000000000000000000000000,0x0ac035ef82a12b0d6edf603f1449bfda87c3201245f8713590579645b57dac1c,1714060679,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,100047579,0.99997657,100045234.88522403,24,4,6946548
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x88e3e1b4365894508d5c116ee33c662911812b9833131579c055d81e9529dd71,1714061353,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,7850,0.99997657,7849.8160745,1,3,6946885
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x5a19c10e699864d324469ce12328a67d4e86878e69a41a31986a5ecefd7248c7,1714061465,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,1304,0.99997657,1303.96944728,16,5,6946941
0x0000000000000000000000000000000000000000,0x7DB7ca58c73ed4CBC878b41a60128F9955F5099B,0x5a19c10e699864d324469ce12328a67d4e86878e69a41a31986a5ecefd7248c7,1714061465,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,100000000,0.99997657,99997657.0,21,5,6946941
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0xcdab22c513aee5198b8d653282f2dd018d1899c82007fd9a5f3ddf6801453ab4,1714061495,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,349,0.99997657,348.99182293,0,1,6946956
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x4752ada890fe270e2488944f5b2c38584c0ded2ae5b51dcc0998b57e4090a9f7,1714061579,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,978,0.99997657,977.9770854599999,0,1,6946998
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x20ebd413eafa9a1ed864bd117a7ceb239ed5189d18ebb0e03e44eaac3ba9ecc7,1714061697,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,1374,0.99997657,1373.96780718,0,1,6947057
0x0000000000000000000000000000000000000000,0xBAADB6c9144C31CF3F5b32FCaf1a2aDa0F6734cC,0x20ebd413eafa9a1ed864bd117a7ceb239ed5189d18ebb0e03e44eaac3ba9ecc7,1714061697,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,9000000,0.99997657,8999789.129999999,5,1,6947057
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0xffca963dd66cd8b11b8f1f95f558f0b63d0ca2ff414eee45901803d4ef9cd6f1,1714061819,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,1421,0.99997657,1420.96670597,9,8,6947118
0x0000000000000000000000000000000000000000,0x59c89BD2626eb631522E434a44Ac3d3E0Ad2647b,0xffca963dd66cd8b11b8f1f95f558f0b63d0ca2ff414eee45901803d4ef9cd6f1,1714061819,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,16468643,0.99997657,16468257.13969451,14,8,6947118
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x07fc4bc68b07a590d67d2bb99126fa2afa4fcf4407c374f08a3e5487f2d6331d,1714061835,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,186,0.99997657,185.99564202,0,1,6947126
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x1ed67b96061520f44d9194eb2f4f4df0f4d0c7a42b3064219f725397bc4e5aa1,1714061889,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,629,0.99997657,628.98526253,1,2,6947153
0x0000000000000000000000000000000000000000,0xBAADB6c9144C31CF3F5b32FCaf1a2aDa0F6734cC,0x1ed67b96061520f44d9194eb2f4f4df0f4d0c7a42b3064219f725397bc4e5aa1,1714061889,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,12411135,0.99997657,12410844.20710695,6,2,6947153
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0xd5e5286e4f1dc1ca40eea4a288640ba4e1188b9557771c61411975e90e2acb7e,1714061965,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,885,0.99997657,884.97926445,10,3,6947191
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0xb71feeb5c95e37012d7c388b5ae5e09daedc4455e56166d331ad478cee5c4de9,1714061967,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,23,0.99997657,22.99946111,0,3,6947192
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0xc9fec264d9171d2e8b2bf0b00b3d2542af72ffbeae509d36a0552cf24c26a867,1714062025,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,676,0.99997657,675.98416132,10,4,6947221
0x0000000000000000000000000000000000000000,0xBAADB6c9144C31CF3F5b32FCaf1a2aDa0F6734cC,0xc9fec264d9171d2e8b2bf0b00b3d2542af72ffbeae509d36a0552cf24c26a867,1714062025,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,5000000,0.99997657,4999882.85,15,4,6947221
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0xb132675b44028357997b75100129cb7dccce4ee7edf688c9622a995ec757ec21,1714062205,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,2097,0.99997657,2096.9508672899997,3,3,6947311
