from_address,to_address,tx_hash,timestamp,token_address,reserve_address,token_volume,asset_price,usd_token_amount,log_index,transaction_index,block_number
0x0000000000000000000000000000000000000000,0x5492b2b16539C92D7D83b8b38c868D7B6C5ADbb0,0xaf74b2d74b451dd652b16506e2cfde138da97de096a3c3c2e2b8536dfd0223c7,1714050343,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,30700,1.00006449,30701.979842999997,10,2,6941380
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0xd6d88a61bdadd97fad1b8f101970328c13c0d4c6ad1cde4b231982c01a727d93,1714050511,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,1961,1.00006449,1961.1264648899999,7,5,6941464
0x0000000000000000000000000000000000000000,0x8eB3268b529E64E6552F6fbaEB2171D6Cd3d465f,0xd6d88a61bdadd97fad1b8f101970328c13c0d4c6ad1cde4b231982c01a727d93,1714050511,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,51239929,1.00006449,51243233.46302121,12,5,6941464
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x04ced359e700756731246415547f38683df134477a48cfb4ac3d545886fc08f7,1714050591,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,934,1.00006449,934.06023366,6,7,6941504
0x0000000000000000000000000000000000000000,0x012088987A39BD3d8786B797d5aA9824eC83d461,0x04ced359e700756731246415547f38683df134477a48cfb4ac3d545886fc08f7,1714050591,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,11800,1.00006449,11800.760982,11,7,6941504
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x85aac230c26c29f532cfbe073869f5f2a6a47d16a70951a7c38b0483e6c9b44c,1714050645,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,630,1.00006449,630.0406287,14,7,6941531
0x0000000000000000000000000000000000000000,0x8b8c3509FD7b9d8A675100a39Af03B823048949E,0x85aac230c26c29f532cfbe073869f5f2a6a47d16a70951a7c38b0483e6c9b44c,1714050645,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,12700,1.00006449,12700.819023,19,7,6941531
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x069e1e2148f2611cb63a4e4f2848026961268e9ca33c00e785ce9200871d40b1,1714050701,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,654,1.00006449,654.04217646,7,5,6941559
0x0000000000000000000000000000000000000000,0x09e00576eF576371b52C343AfC521272d5511bBB,0x069e1e2148f2611cb63a4e4f2848026961268e9ca33c00e785ce9200871d40b1,1714050701,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,12100,1.00006449,12100.780329,12,5,6941559
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x69b80c001c251a7dd2af04fef40fabd7bada15ce71ad261b68921d2c5de7b5f1,1714051007,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,3572,1.00006449,3572.23035828,9,6,6941712
0x0000000000000000000000000000000000000000,0x63a4Fe1a48d5e69eB90356991Fa0B96f7b8C932A,0x69b80c001c251a7dd2af04fef40fabd7bada15ce71ad261b68921d2c5de7b5f1,1714051007,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,12000,1.00006449,12000.773879999999,14,6,6941712
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x4b428944916b9098d27a02e44a4f588a60131c37d349b3501fa0e11aa69314b1,1714051161,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,1798,1.00006449,1798.11595302,3,3,6941789
0x5e6E3FF816021A2842cF23c36FAeB0019AF7EcB4,0x0000000000000000000000000000000000000000,0x4b428944916b9098d27a02e44a4f588a60131c37d349b3501fa0e11aa69314b1,1714051161,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,120156604,1.00006449,120164352.89939196,7,3,6941789
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x803460e372186b51fd327dd0f74a018c06ce9187e4b11070431b169112ac8a95,1714051215,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,630,1.00006449,630.0406287,0,1,6941816
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0xb874b2de675465138c8bd22824539c8ad22fc60111900859d4a1a03659db2d1a,1714051237,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,257,1.00006449,257.01657393,14,5,6941827
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x8755463f8b0bc14ad10d79ddd24ee2cf039821c28e0398856bdfeb7e2c4aac2a,1714051267,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,350,1.00006449,350.02257149999997,19,4,6941842
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0xbbaa1a5c54b88b2a3cbb2c32cc1988b83f2c17f365a5107d7ab5e5cf45a23839,1714051341,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,864,1.00006449,864.05571936,53,15,6941879
0x0000000000000000000000000000000000000000,0xC48A8A6c3735dFD0F19CDa7bc1a561Fa82508200,0xbbaa1a5c54b88b2a3cbb2c32cc1988b83f2c17f365a5107d7ab5e5cf45a23839,1714051341,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,7000,1.00006449,7000.45143,58,15,6941879
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0xe783fb9c9977eed9d210c239098898f80c8d7ef1c5cc96315a4c22fbe087ba2c,1714051387,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,537,1.00006449,537.03463113,29,8,6941902
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0xc87edc86744afde741ba99cb814f5c616eb24cba6f2aa6182f098bb074f550c8,1714051443,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,654,1.00006449,654.04217646,19,5,6941930
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x90a390dcf221a3e729057731d9ef5d72f0105d4d7539416180e18720087faf58,1714051455,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,140,1.00006449,140.0090286,1,2,6941936
0x0000000000000000000000000000000000000000,0x4f32aF3547659440E18743907ba68Cb1Bf327656,0x90a390dcf221a3e729057731d9ef5d72f0105d4d7539416180e18720087faf58,1714051455,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,33100,1.00006449,33102.134619,6,2,6941936
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0xc8a59fcac107cbe013a00fbacf07c0532808386ec9ca46e6dae0be10ab1ef68c,1714051473,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,210,1.00006449,210.0135429,12,5,6941945
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x9cab04b24bd29dbac29e00f2c0d4937d64c67a0a0592b87949b6e4b910d389d0,1714051487,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,164,1.00006449,164.01057636,21,6,6941952
0x0000000000000000000000000000000000000000,0xF6625AA1766655c0dbD96998c4AA5D4Cd9De8a59,0x9cab04b24bd29dbac29e00f2c0d4937d64c67a0a0592b87949b6e4b910d389d0,1714051487,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,32346306,1.00006449,32348392.01327394,26,6,6941952
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x904bc15d987164f3a57708aafa2f9442cd3264b3835cbb93425b2f3ea24cc430,1714051499,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,140,1.00006449,140.0090286,14,7,6941958
0x0000000000000000000000000000000000000000,0xE8b0468B9B8C23E1858129dDbd2292c82Da7328E,0x904bc15d987164f3a57708aafa2f9442cd3264b3835cbb93425b2f3ea24cc430,1714051499,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,1800,1.00006449,1800.116082,19,7,6941958
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x438cfa0f0f0e04f02dbbb9b1bbf269e5c43db6a73a663f6bdc021ead8c8bafa1,1714051553,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,631,1.00006449,631.04069319,8,3,6941985
0x0000000000000000000000000000000000000000,0xEB352352bC0fC6427B0906e78efEB020e661aD34,0x438cfa0f0f0e04f02dbbb9b1bbf269e5c43db6a73a663f6bdc021ead8c8bafa1,1714051553,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,11600,1.00006449,11600.748083999999,13,3,6941985
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x9597051694df13ead9a9376010be90080edbb7ebbb58fee74a12a5a7f41af50a,1714051557,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,47,1.00006449,47.003031029999995,4,2,6941987
0x0000000000000000000000000000000000000000,0xEB352352bC0fC6427B0906e78efEB020e661aD34,0x9597051694df13ead9a9376010be90080edbb7ebbb58fee74a12a5a7f41af50a,1714051557,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,12500,1.00006449,12500.806125,9,2,6941987
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x169ecf0da7484295425e1c54fe69c78142c17e48764e3cb1b08dbfc0afc65a7a,1714051567,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,117,1.00006449,117.00754533,19,7,6941992
0x0000000000000000000000000000000000000000,0x5e6E3FF816021A2842cF23c36FAeB0019AF7EcB4,0x169ecf0da7484295425e1c54fe69c78142c17e48764e3cb1b08dbfc0afc65a7a,1714051567,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,130000000,1.00006449,130008383.7,24,7,6941992
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0xc27f510a71f5bf70149dedc6dff1e84b5148b30f1446fa15a7b057e2e6ef5ef2,1714051631,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,748,1.00006449,748.0482385199999,0,1,6942024
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0xaf7ebcb5210c42c6c7779e947a4d182ae55e500ee321eead2610855d9ec0dfd0,1714051647,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,187,1.00006449,187.01205962999998,15,6,6942032
0x6179Bf5D32e9b26feF11FaFD9064CFC5C9eF1D4E,0x0000000000000000000000000000000000000000,0xaf7ebcb5210c42c6c7779e947a4d182ae55e500ee321eead2610855d9ec0dfd0,1714051647,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,501000000,1.00006449,501032309.49,19,6,6942032
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x6a4f101c80ac4aad0150149a36c24c999e44949b0a6edaedc98c125133232e8d,1714051699,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,607,1.00006449,607.03914543,1,2,6942058
0xBAADB6c9144C31CF3F5b32FCaf1a2aDa0F6734cC,0x0000000000000000000000000000000000000000,0x6a4f101c80ac4aad0150149a36c24c999e44949b0a6edaedc98c125133232e8d,1714051699,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,500000000,1.00006449,500032245.0,5,2,6942058
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0xd7a26a8a197613af2880afa7f614c7b8572434b6a374d9b53157f2e5ea73f3fc,1714051781,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,958,1.00006449,958.06178142,0,1,6942099
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x337955f77e8ef765435db1b1b64c5b6f8501d388b8d35d2ffaa50aa1a5a81a4b,1714051955,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,2033,1.00006449,2033.1311081699998,5,3,6942186
0x0000000000000000000000000000000000000000,0x5f6d480d2Ea3B147D9DfC7813bCCC2ae63F2Ace6,0x337955f77e8ef765435db1b1b64c5b6f8501d388b8d35d2ffaa50aa1a5a81a4b,1714051955,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,14100,1.00006449,14100.909308999999,10,3,6942186
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x708f201e55dbd3d13b16d493384a0b9003524ef48f4caed01ca3d219010754af,1714051975,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,234,1.00006449,234.01509066,1,2,6942196
0x48d9A256F5D176DFE02E3C3d705e8ed6e7bA151c,0x0000000000000000000000000000000000000000,0x708f201e55dbd3d13b16d493384a0b9003524ef48f4caed01ca3d219010754af,1714051975,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,506002537,1.00006449,506035169.1036111,6,2,6942196
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0xcf5106452cb662bce4a8c7ea2d09b4d92121d1f958e8765789bbba6e09b8f9af,1714052025,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,585,1.00006449,585.03772665,0,1,6942221
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0xbaa7e7ec06d848824704c4091f515f96d0b021159c5888db3af09291f84ba91a,1714052029,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,47,1.00006449,47.003031029999995,22,7,6942223
0x0000000000000000000000000000000000000000,0xE431a4c7A061A564655A06266C76b384267e811e,0xbaa7e7ec06d848824704c4091f515f96d0b021159c5888db3af09291f84ba91a,1714052029,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,7600,1.00006449,7600.490124,27,7,6942223
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0xb8e1caeca38e57bb68f98a95effa5207fad42da5e84a84104e30517ccc7718ec,1714052051,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,257,1.00006449,257.01657393,22,8,6942234
