,contract_address,minute,price,symbol
1931,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 15:20:00.000 UTC,1.085441,MNT
1932,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 15:22:00.000 UTC,1.035768,USDY
1933,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 15:24:00.000 UTC,1.035768,USDY
1934,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 15:25:00.000 UTC,1.086827,MNT
1935,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 15:25:00.000 UTC,1.086827,MNT
1936,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 15:26:00.000 UTC,1.034388,USDY
1937,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 15:28:00.000 UTC,1.034388,USDY
1938,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 15:30:00.000 UTC,1.093378,MNT
1939,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 15:30:00.000 UTC,1.093378,MNT
1940,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 15:30:00.000 UTC,1.035535,USDY
1941,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2024-04-16 15:30:00.000 UTC,3048.27,WETH
1942,0xd5f7838f5c461feff7fe49ea5ebaf7728bb0adfa,2024-04-16 15:30:00.000 UTC,3123.56,mETH
1943,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2024-04-16 15:30:00.000 UTC,62335.81,WBTC
1944,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 15:30:00.000 UTC,1.093378,MNT
1945,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-04-16 15:30:00.000 UTC,1.001686,USDT
1946,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-04-16 15:30:00.000 UTC,1.001321,USDC
1947,0x6b175474e89094c44da98b954eedeac495271d0f,2024-04-16 15:30:00.000 UTC,1.001426,DAI
1948,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 15:32:00.000 UTC,1.035535,USDY
1949,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 15:34:00.000 UTC,1.035535,USDY
1950,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 15:35:00.000 UTC,1.09122,MNT
1951,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 15:35:00.000 UTC,1.09122,MNT
1952,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 15:36:00.000 UTC,1.034757,USDY
1953,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 15:38:00.000 UTC,1.034757,USDY
1954,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 15:40:00.000 UTC,1.03627,USDY
1955,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-04-16 15:40:00.000 UTC,1.001827,USDC
1956,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 15:40:00.000 UTC,1.088128,MNT
1957,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2024-04-16 15:40:00.000 UTC,62167.8,WBTC
1958,0x6b175474e89094c44da98b954eedeac495271d0f,2024-04-16 15:40:00.000 UTC,1.000789,DAI
1959,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-04-16 15:40:00.000 UTC,1.002666,USDT
1960,0xd5f7838f5c461feff7fe49ea5ebaf7728bb0adfa,2024-04-16 15:40:00.000 UTC,3115.27,mETH
1961,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2024-04-16 15:40:00.000 UTC,3038.21,WETH
1962,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 15:40:00.000 UTC,1.088128,MNT
1963,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 15:40:00.000 UTC,1.088128,MNT
1964,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 15:42:00.000 UTC,1.03627,USDY
1965,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 15:44:00.000 UTC,1.03627,USDY
1966,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 15:45:00.000 UTC,1.081274,MNT
1967,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 15:45:00.000 UTC,1.081274,MNT
1968,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 15:46:00.000 UTC,1.035068,USDY
1969,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 15:48:00.000 UTC,1.035068,USDY
1970,0x6b175474e89094c44da98b954eedeac495271d0f,2024-04-16 15:50:00.000 UTC,1.002623,DAI
1971,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 15:50:00.000 UTC,1.082016,MNT
1972,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 15:50:00.000 UTC,1.036654,USDY
1973,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2024-04-16 15:50:00.000 UTC,3030.6,WETH
1974,0xd5f7838f5c461feff7fe49ea5ebaf7728bb0adfa,2024-04-16 15:50:00.000 UTC,3106.86,mETH
1975,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 15:50:00.000 UTC,1.082016,MNT
1976,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-04-16 15:50:00.000 UTC,1.002444,USDC
1977,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2024-04-16 15:50:00.000 UTC,62102.92,WBTC
1978,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 15:50:00.000 UTC,1.082016,MNT
1979,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-04-16 15:50:00.000 UTC,1.002968,USDT
1980,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 15:52:00.000 UTC,1.036654,USDY
1981,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 15:54:00.000 UTC,1.036654,USDY
1982,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 15:55:00.000 UTC,1.079006,MNT
1983,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 15:55:00.000 UTC,1.079006,MNT
1984,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 15:56:00.000 UTC,1.021435,USDY
1985,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 15:58:00.000 UTC,1.021435,USDY
1986,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-04-16 16:00:00.000 UTC,1.001325,USDC
1987,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 16:00:00.000 UTC,1.020505,USDY
1988,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 16:00:00.000 UTC,1.07983,MNT
1989,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 16:00:00.000 UTC,1.07983,MNT
1990,0xd5f7838f5c461feff7fe49ea5ebaf7728bb0adfa,2024-04-16 16:00:00.000 UTC,3099.37,mETH
1991,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 16:00:00.000 UTC,1.07983,MNT
1992,0x6b175474e89094c44da98b954eedeac495271d0f,2024-04-16 16:00:00.000 UTC,1.001258,DAI
