tx_hash,trove_owner,collateral_redeemed,number_of_collateral_tokens,debt,operation,timestamp,contract_type,block_number
0x87414a405b68eee5fdb47f373f82547d8b21090345d579bf4663da6c92b1e00c,0x1D378a62412B1BD6116d0DB7DfE5d83410387898,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,1.938752671205051e+19,54937728928896839318383,3,1710589842,trove_manager,61229765
0x23c38c2b0d136962ae533295f9eeb1541c532d9890bc21f80dda221a0ab8fdb9,0x1D378a62412B1BD6116d0DB7DfE5d83410387898,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,1.909529495087128e+19,53862529894537960422016,3,1710604900,trove_manager,61237294
0x9fe6d0c947ed8655b73ca9cd7d45a4bb08116bf1ae273dcd5a2d71006ee4969e,0x1D378a62412B1BD6116d0DB7DfE5d83410387898,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,1.955470598976373e+19,55555503170244953058496,3,1710536068,trove_manager,61202878
0xeac797a1de0012f082ae7083a937c5ee2df5c3b23ef19698acdb78bb49678889,0x3818878704e19e3801bE830fDD9B993d8F31aa3D,0x78c1b0C915c4FAA5FffA6CAbf0219DA63d7f4cb8,4.703574964449488e+20,273043120332484533835,3,1710536190,trove_manager,61202939
0x2dbad21315a271ae130105f2e46a918d5ec04e616968217ffcff1aff27297b96,0x1D378a62412B1BD6116d0DB7DfE5d83410387898,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,2.000552796626584e+19,57198315815152308878407,3,1710511084,trove_manager,61190386
0xcfca8eb635a141e2a41f55fc875e7d7183098f8c948d6559843d968c6215ea37,0xFaa41900848b7f68F4859676432811E6fC46a15c,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,2.628647165024552e+17,108221114073709627387,3,1710511572,trove_manager,61190630
0x8f196703a960d544da14f9e87b4ff76794130d66743ce96ec5235164d6466100,0xe3d0Db5Fd3311Ed6fde07375ACA09e890e3E20E2,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,0.0,0,3,1710511728,trove_manager,61190708
0x8f196703a960d544da14f9e87b4ff76794130d66743ce96ec5235164d6466100,0x329CfE850FF4CF637aa2353ef2D3672156E54d6C,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,1.0601384106756944e+19,20581019496605794218122,3,1710511728,trove_manager,61190708
0xcdcdc26bdca5d0465e6b064369fb729fdf26aba68df5abb35cac63147c84346e,0xeb5A154d8C99024A12f358C04aaF778150a1B8F7,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,7.631774019115031e+17,1072026463199788535232,3,1710511892,trove_manager,61190790
0x0d85162d03deff8db3962d09ef55789ee35786c920ac184e9d34bd33541f4fc8,0x16ef04260Ca959C75bd8d4247874517c9cF74d12,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,2.7578148559512305e+18,3709223853575612324864,3,1710512080,trove_manager,61190884
0x9449656a035278bd776fd8c7263616210bfa2e44f2b647b57a413bcb25ba22de,0x3818878704e19e3801bE830fDD9B993d8F31aa3D,0x78c1b0C915c4FAA5FffA6CAbf0219DA63d7f4cb8,6.302326715020973e+20,412885935954972388321,3,1710512320,trove_manager,61191004
0x3cb5082214e4574c1dadede7320657fc53af26e130e4d85606cd591bbe3b04a6,0x1D378a62412B1BD6116d0DB7DfE5d83410387898,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,1.9812231120270545e+19,56489406301205764792838,3,1710518852,trove_manager,61194270
0x64c8fc640c4caed68d62d7e416781c00bc45983c60d11ef76c40227121e2e8f9,0x329CfE850FF4CF637aa2353ef2D3672156E54d6C,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,1.0132677051316916e+19,18811643107184429358458,3,1710520012,trove_manager,61194850
0xc79418aff1f00ab4e4d5c70175234c68e1dbdbb9b896441a0b92babba7102ee9,0x8f11902D6ddd254a1034Ac2ff64a42D00A8226b0,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,0.0,0,3,1710445978,trove_manager,61113901
0xc79418aff1f00ab4e4d5c70175234c68e1dbdbb9b896441a0b92babba7102ee9,0x666a741e710935923A2B6b59C59571e71C102999,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,0.0,0,3,1710445978,trove_manager,61113901
0xc79418aff1f00ab4e4d5c70175234c68e1dbdbb9b896441a0b92babba7102ee9,0x16ef04260Ca959C75bd8d4247874517c9cF74d12,0xcDA86A272531e8640cD7F1a92c01839911B90bb0,3.658309915405925e+18,7123681510642102766623,3,1710445978,trove_manager,61113901
0x1089c998ec3b088ef225c73397f164e297dd1f5d1f86ed7e88e83d698a683518,0x1D378a62412B1BD6116d0DB7DfE5d83410387898,0xdEAddEaDdeadDEadDEADDEAddEADDEAddead1111,2.0499801119191577e+19,59038386319965101436177,3,1710446096,trove_manager,61114132
0xcd6253d0b2a96dd247913babc8f70136fd8b71af1ca6baa470eecc9fcc1ff810,0x3818878704e19e3801bE830fDD9B993d8F31aa3D,0x78c1b0C915c4FAA5FffA6CAbf0219DA63d7f4cb8,7.933954659897303e+20,557856078857234349966,3,1710447523,trove_manager,61117309
