user_address,liquidator_address,collateral_asset,liquidated_amount,debt_asset,debt_repaid,tx_hash,timestamp,block_number
0xc5EbBC325f9c5520f703c5D6Ca36361d4bEa5ab8,0xc89c328609aB58E256Cd2b5aB4F4aF2EFb9fcA33,0x4200000000000000000000000000000000000006,5.471760009736243e+16,0xd988097fb8612cc24eeC14542bC03424c656005f,144110786,0xe701b6b9b001468b9d43287ef1aef315ac29e3aa06dd974b3fb94c15c4eda0cb,1713039083,6435750
0xB38FE03A5EFf21409Ab739EE7316458eb3bD70AF,0xC6252708C2416fb57f9CFFf9aeB0112CD449D5a7,0x2416092f143378750bb29b79eD961ab195CcEea5,4.135579445003406e+16,0xd988097fb8612cc24eeC14542bC03424c656005f,110850665,0x14cbabdf1303c1782e19a5e0578466ff12f446f2c85083bae6bcc6128b7ef04c,1713040087,6436252
0x67E6c560CeBFaA8ad4E72653414E5C299cde2E1b,0xC6252708C2416fb57f9CFFf9aeB0112CD449D5a7,0x4200000000000000000000000000000000000006,1.0698194215260692e+16,0xd988097fb8612cc24eeC14542bC03424c656005f,28894843,0x00d597e6573cda4934266fc47d199444e7f25078045310fbb5e33a631783ac5f,1713040689,6436553
0x25F190C56741b1FE6A3723bBFD600631585DD61F,0xC6252708C2416fb57f9CFFf9aeB0112CD449D5a7,0xd988097fb8612cc24eeC14542bC03424c656005f,117920211.0,0xf0F161fDA2712DB8b566946122a5af183995e2eD,107082318,0xbec1e346044c4bd79c34a67651a9233a3a840e3775aee168d5fbc43089e03cde,1713043469,6437943
0xb45209bEd7A749ac139F3be91c835F63186931f2,0xc89c328609aB58E256Cd2b5aB4F4aF2EFb9fcA33,0x2416092f143378750bb29b79eD961ab195CcEea5,2.297526630487272e+17,0xf0F161fDA2712DB8b566946122a5af183995e2eD,600813984,0xb624246d129c1185180093e45469470c5e4a479488e9b561ed901e11083a5944,1713043867,6438142
0x67E6c560CeBFaA8ad4E72653414E5C299cde2E1b,0xC6252708C2416fb57f9CFFf9aeB0112CD449D5a7,0x4200000000000000000000000000000000000006,2.90678328200862e+16,0xd988097fb8612cc24eeC14542bC03424c656005f,76439318,0xdeff64ff35606d15b5143b80c7cf4b996f9e4cf9efedbd8b7f498d4089cc4123,1713044071,6438244
0x61cfAA80817924fF93c791841A7C774d4820b999,0xC6252708C2416fb57f9CFFf9aeB0112CD449D5a7,0x4200000000000000000000000000000000000006,4.29953002179045e+16,0xd988097fb8612cc24eeC14542bC03424c656005f,112987535,0x33d85579b28bedbd3444a99449f65a0e72ac243b51f5118cece521a8eecc01de,1713044707,6438562
0x7C37871079b00d3DffB4C787dB6dF3c5A901E3f9,0xC6252708C2416fb57f9CFFf9aeB0112CD449D5a7,0x4200000000000000000000000000000000000006,2.076131552906479e+16,0xd988097fb8612cc24eeC14542bC03424c656005f,61372929,0x6373824400399c1049f48992a75a0eb0585cf8a71cc1fde4ad81f8022ea2a08b,1712992813,6412615
0xEEF08b1c788581eAe90cf05D54c53bca84f6Aa4C,0xC6252708C2416fb57f9CFFf9aeB0112CD449D5a7,0x4200000000000000000000000000000000000006,2.696356733801838e+16,0xf0F161fDA2712DB8b566946122a5af183995e2eD,78901794,0xa59876d4ed9ed09283266b04c910efeded7bc61bdb6aa61811d2c109af81aba6,1712948099,6390258
0x400d69Ca658BBC50996a8988354fFE7393481Fb8,0xC6252708C2416fb57f9CFFf9aeB0112CD449D5a7,0x2416092f143378750bb29b79eD961ab195CcEea5,3.916571762616202e+16,0x4200000000000000000000000000000000000006,35761862530686883,0x19352a4e7944510a9354b7f2a249258dcbcb79d8f273fb3bd00e7e195781a5ae,1712952269,6392343
0xAC3764Af5A6e947f958B8dD1b78779B48b14D37d,0xc89c328609aB58E256Cd2b5aB4F4aF2EFb9fcA33,0x4200000000000000000000000000000000000006,1.5146229050269526e+17,0xd988097fb8612cc24eeC14542bC03424c656005f,455008122,0xda622130b2694d91643549d2725fa351df61f8fa8e584227eec94b21e11eac1b,1712942943,6387680
0x4ae221F3DFEf0Cdc489848f767c5417b85166949,0xc89c328609aB58E256Cd2b5aB4F4aF2EFb9fcA33,0x2416092f143378750bb29b79eD961ab195CcEea5,1.0828522852216077e+17,0xd988097fb8612cc24eeC14542bC03424c656005f,327790901,0x45a78b8d2d6a43480e188ef58f578b98e8725e5ab9037dea66c0455d5816bc2a,1712942951,6387684
0x134b46159A67e15E91E2Ad80E8Fe8115159daF2A,0xc89c328609aB58E256Cd2b5aB4F4aF2EFb9fcA33,0x2416092f143378750bb29b79eD961ab195CcEea5,6.239036896665274e+16,0xd988097fb8612cc24eeC14542bC03424c656005f,188862281,0x685e9bf72020ebf3873add4f153b843444b81713de758ecab10ce08e0d91f118,1712942951,6387684
0xDAaB4AbF8Fd24907BDfE2E939f0d6bB6cADcd03a,0xC6252708C2416fb57f9CFFf9aeB0112CD449D5a7,0x2416092f143378750bb29b79eD961ab195CcEea5,5.334446855926317e+16,0x4200000000000000000000000000000000000006,48697219516527716,0x315c1930c613f0179080400dc43fa7c19fb232b29c50bc5c12d60d4e37d5167f,1712942951,6387684
0x3Ab737566D0A0ADa4aea30c15Dc2B31F58C70521,0xc89c328609aB58E256Cd2b5aB4F4aF2EFb9fcA33,0x4200000000000000000000000000000000000006,1.40811281907376e+17,0xd988097fb8612cc24eeC14542bC03424c656005f,418446418,0xf44f18609af81d645d0a246508962b742581c8223ff094897b4471edf4a44d0a,1712946767,6389592
0x93781a4Acfc29B444457606d4532E34d43200661,0xc89c328609aB58E256Cd2b5aB4F4aF2EFb9fcA33,0x2416092f143378750bb29b79eD961ab195CcEea5,2.0324866495383507e+17,0xd988097fb8612cc24eeC14542bC03424c656005f,599976478,0x0db0877f5df0bee0c52eae47a6f82f40ccaf1b80d63d5f67336590334cb07842,1712946815,6389616
0x00d9Acf1D63Eae19a1b0E416bE85Dd7754298ffC,0xc89c328609aB58E256Cd2b5aB4F4aF2EFb9fcA33,0x4200000000000000000000000000000000000006,6.055729634678958e+17,0xd988097fb8612cc24eeC14542bC03424c656005f,1726669130,0x981dfd8a8e371907b67b7b3ab639a839dc99153c4c7f16e618279706623749e5,1712946965,6389691
0xdC19cdEd2b4f3472b37B43c001d048754fE74b03,0xc89c328609aB58E256Cd2b5aB4F4aF2EFb9fcA33,0x4200000000000000000000000000000000000006,8.235586583540635e+16,0xd988097fb8612cc24eeC14542bC03424c656005f,234821136,0x7a9df727ce8de6c4f5f5eefd2d788947ed47b232ba3097946204ba7555329184,1712946965,6389691
0x8AB2808Cba3481532D9E9d3151eaF802d84dA65A,0xc89c328609aB58E256Cd2b5aB4F4aF2EFb9fcA33,0x2416092f143378750bb29b79eD961ab195CcEea5,1.0324017743486448e+17,0xd988097fb8612cc24eeC14542bC03424c656005f,300259742,0xd033c8f3ca131d52c35bb1a91b532e66415f2494f58a7d20224131ecd93fa213,1712946965,6389691
0x2719e4c5F93224F02D7B0cA9F86894A98F49e21B,0xC6252708C2416fb57f9CFFf9aeB0112CD449D5a7,0x4200000000000000000000000000000000000006,3.085186323500248e+16,0xf0F161fDA2712DB8b566946122a5af183995e2eD,90108439,0x2ebd3506092d9e660dac2c4f6a3aa68d676921febd22c4fd1825ef9e6b1d162f,1712947369,6389893
0x00d9Acf1D63Eae19a1b0E416bE85Dd7754298ffC,0x87C71331F516E7ed346a93F9B1AAb9209Ea52A16,0x2416092f143378750bb29b79eD961ab195CcEea5,5.413329456724297e+17,0xd988097fb8612cc24eeC14542bC03424c656005f,1602842982,0xa94fc3087ab04ebe39f7d1471cf5a2dc88ecb66bb2e5cd432f3195d26a76b0cc,1712073487,5952952
0xDC89158397e0E4151c4e5d40785baAf45785027f,0x87C71331F516E7ed346a93F9B1AAb9209Ea52A16,0x2416092f143378750bb29b79eD961ab195CcEea5,2.96648325243929e+17,0xf0F161fDA2712DB8b566946122a5af183995e2eD,878134020,0x1949697f6e14a3dd34387e0d03b8cbdfe51d58cc0bc02ae1e9b9997939d90cc8,1712073487,5952952
